Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1364260037,FDE5420,NY,PAS,09/22/2014,19,SDN,JEEP,P,42730,54070,85330,20140810,0079,79,165,955554,0165,0000,1125A,,K,F,1515,FULTON ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,1999,-,0,,,,,
1364260001,FPN5976,NY,PAS,09/22/2014,19,SUBN,ME/BE,P,0,0,0,20151101,0079,79,165,955554,0165,0000,0950A,,K,O,,C/O FRANKLIN,FULTON,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,2007,-,0,,,,,
1365117029,ELV2313,NY,PAS,09/22/2014,20,SUBN,HONDA,P,26590,36030,36050,20141003,0026,26,26,953181,0026,0000,1244A,,NY,F,34,MORNINGSIDE DR,,0,408,F1,,BBBBBBB,ALL,ALL,BLU,0,0,-,0,,,,,
1367638410,39559ME,NY,COM,09/22/2014,46,DELV,CHEVR,P,10610,36650,36670,20160131,0032,32,32,953317,0032,0000,0237A,,NY,F,2484,7TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2002,-,0,,,,,
1356031614,EJM1570,NY,PAS,09/22/2014,48,SDN,HYUND,P,0,0,0,20140716,,0,46,916806,0046,0000,0247P,,BX,F,156,E 188 ST,,0,408,E5,,YYYYYYB,ALL,ALL,SILVE,0,0,-,0,,,,,
1313075851,DMK6602,NY,PAS,09/22/2014,98,VAN,NISSA,P,33520,10920,26550,20140216,0041,41,41,949584,0041,0000,0840A,,BX,F,917,FOX ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,1996,-,0,,,,,
1356492435,GBD8387,99,PAS,09/22/2014,20,SDN,ME/BE,P,36590,10810,19990,20140918,0032,32,162,951997,0162,0000,1125P,,NY,F,305,W 141 ST,,0,408,J3,,BBBBBBB,ALL,ALL,WHITE,0,2008,-,0,,,,,
1356031596,532500,DE,PAS,09/22/2014,45,SDN,INFIN,P,27300,21820,36420,20140131,0046,46,46,916806,0046,0000,0110P,,BX,F,153,E 188 ST,,0,408,E2,,YYYYYYY,ALL,ALL,WHITE,0,0,-,0,,,,,
1356031572,GFG6584,NY,PAS,09/22/2014,50,SDN,NISSA,P,0,0,0,20150710,0046,46,46,916806,0046,0000,0240P,,BX,O,,W/S CRESTON AVE,S/O E FORDHAM RD,0,408,E1,,BBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
1369474908,64529MD,NY,COM,09/23/2014,14,SUBN,FORD,P,34690,10510,10610,20151112,0018,18,161,955670,0161,0000,0144P,,NY,F,166,W 46 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,1997,-,0,,,,,
1366541420,30111PC,NY,COM,09/23/2014,78,DELV,MITSU,P,34510,10810,10910,20140630,0014,14,14,938015,0014,0000,1215A,,NY,F,336,W 37TH ST,,0,408,K6,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1369409709,17006MD,NY,COM,09/23/2014,78,VAN,CHEVR,P,0,40404,40404,20141130,0068,68,68,949019,0068,0000,0145A,,K,O,266,SEIATOR ST,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,2013,-,0,,,,,
1367351832,FBB7512,NY,999,09/23/2014,46,SUBN,VOLVO,P,22140,19990,20240,0,106,106,106,943846,0106,0000,0100P,,Q,F,107-20,134 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1368046654,7504DMB,NJ,PAS,09/23/2014,74,SDN,HONDA,X,0,40404,40404,0,0071,71,71,952766,0071,0000,0911A,,K,F,665,CROWN,,0,408,F7,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1359761913,KMP57R,NJ,PAS,09/23/2014,20,SDN,,P,0,0,0,0,108,108,108,942332,0108,0000,1026A,,Q,F,,N/S 29 ST 10FT,SKILLMAN AVE,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1364649410,EGR2487,NY,PAS,09/23/2014,19,SDN,MITSU,P,0,40404,40404,20151125,0094,94,94,937070,0094,0000,0650A,,K,O,226,FRANKLYN ST,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,1998,-,0,,,,,
1360460068,85733JB,NY,COM,09/23/2014,20,VAN,,P,21730,13810,30790,0,0001,1,1,931136,0001,0000,0522P,,NY,F,81,GREENE ST,,0,408,D,,BBBBBBB,0  :,0  :,WHITE,0,0,-,0,,,,,
1360832671,AYW7870,NY,PAS,09/23/2014,46,SDN,TOYOT,P,20720,26610,26640,20140522,0044,44,44,930281,0044,0000,1015A,,BX,F,1050,COLLEGE AVE,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,2011,-,0,,,,,
1308004151,31428KA,NY,COM,09/23/2014,21,P-U,FORD,S,0,0,0,20140331,0001,1,0,554256,MN01,0000,0746A,,NY,,,S/S MURRAY ST,(WEST ST TO GREENWIC,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,2006,-,0,,,,,
1360593380,GBL2476,NY,PAS,09/23/2014,21,SUBN,JEEP,S,72930,58730,85730,20140929,0079,79,0,905356,KN03,0000,1155A,,K,F,393,PUTNAM AVE,,0,408,D1,,BBBYBBB,1100A,1230P,GREEN,0,2004,-,0,,,,,
1354870724,GGN2350,NY,PAS,09/23/2014,40,SUBN,JEEP,P,36590,40404,40404,20140930,0032,32,162,953738,0162,0000,0855P,,NY,F,2643,W 141 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2014,-,0,,,,,
1354043388,96FV04,99,MOT,09/24/2014,51,MCY,GMC,T,29390,13610,15350,0,0001,1,0,330015,MTPU,0000,1028A,,NY,F,72,READE ST,,0,408,J2,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1363220317,AHE3099,NC,PAS,09/24/2014,21,SUBN,JEEP,P,0,40404,40404,0,0060,60,420,915547,0420,0000,0907A,,K,F,2965,BRIGHTON 3RD,,0,408,D1,,YBBYBBB,0900A,1030A,BL,0,0,-,0,,,,,
1351388484,BMP4700,NY,PAS,09/24/2014,14,SUBN,DODGE,P,0,40404,40404,20160430,0005,5,5,899650,0005,0000,0155P,,NY,F,85,WHITE,,0,408,E2,,YYYYYYB,0700A,0600P,WH,0,2001,-,0,,,,,
1366143012,95308MD,NY,COM,09/24/2014,14,VAN,FRUEH,P,18150,10010,32080,0,0017,17,7,924165,0007,0000,0525P,,NY,F,405,E 58 ST,,0,408,B,,BBBBBBB,ALL,ALL,BRN,0,2014,-,0,,,,,
1360587615,FHE2969,NY,PAS,09/24/2014,21,SUBN,TOYOT,S,50530,54830,58730,20141209,0090,90,0,515332,KN01,0000,1138A,,K,F,220,HOOPER ST,,0,408,D1,,BYBBYBB,1100A,1230P,GRAY,0,2004,-,0,,,,,
1360587603,DXS3227,NY,PAS,09/24/2014,21,SUBN,HONDA,S,50530,54830,58730,20150329,0090,90,0,515332,KN01,0000,1135A,,K,F,226,HOOPER ST,,0,408,D1,,BYBBYBB,1100A,1230P,GRAY,0,2011,-,0,,,,,
1360028183,FYT1897,NY,PAS,09/24/2014,40,SDN,CHEVR,P,0,0,0,20141023,0084,84,84,919551,0084,0000,1225P,,K,,,W/S GALLATIN PL,C/O FULTON ST,0,408,J7,,BBBBBBB,ALL,ALL,RD,0,2004,-,7,,,,,
1350453183,FWA5518,PA,PAS,09/24/2014,21,SDN,HONDA,S,0,40404,40404,0,0046,46,0,875799,BX05,0000,1142A,,BX,F,2126,AQUADUCT AVE,,0,408,D1,,BYBBYBB,1130A,0100P,BLACK,0,0,-,0,,,,,
6020406600,YBF16H,NJ,PAS,09/24/2014,94,P-U,FORD,X,0,0,0,20140688,,0,0,346195,T108,0000,,,,,,,,0,408,5,0,BBBBBBB,ALL,ALL,BK,0,2002,,0,0000,,,,
1365842204,286GNZ,MA,PAS,09/25/2014,46,SDN,INFIN,P,32030,93530,54100,20140228,0083,83,83,944050,0083,0000,0846A,,K,F,1275,DECATUR ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1367244481,FSZ6456,NY,PAS,09/25/2014,46,SUBN,GMC,X,47630,82930,23230,20160406,0081,81,81,945628,0081,0000,0145P,,K,O,464 A,HART ST,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,1995,-,0,,,,,
1367496299,FYD6753,NY,OMS,09/25/2014,46,SUBN,AUDI,P,0,0,0,20140930,0061,61,61,929395,0061,0000,1253P,,K,F,3678,,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0,2012,-,0,,,,,
1366197963,DY20612,TX,PAS,09/25/2014,19,SDN,NISSA,P,49690,27235,27240,0,105,105,105,941750,0105,0000,0547P,,Q,F,251-10,HILLSIDE AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1365370963,31345JU,NY,COM,09/25/2014,46,P-U,CHEVR,X,0,40404,40404,20140630,0088,88,88,922816,0088,0000,1010A,,,O,200,WILLLOUGHBY AVE,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2008,-,0,,,,,
1323302657,AM468F,NJ,PAS,09/25/2014,67,DELV,FRUEH,P,0,40404,40404,0,0005,5,5,932079,0005,0000,0120P,,NY,F,70,BOWERY ST,,0,408,C,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,
1362743227,29472MD,NY,COM,09/25/2014,46,,FORD,P,34330,10810,13113,20150331,0010,10,10,942916,0010,0000,0538P,,NY,O,305,W 28 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
1359057833,GEW8393,NY,PAS,09/25/2014,83,VAN,FORD,P,21840,18790,18940,20150331,102,102,102,949811,0102,0000,0348A,,Q,F,95-28,129 ST,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1359057810,GMS2702,NY,PAS,09/25/2014,83,SUBN,FORD,P,18790,21390,21540,20160305,102,102,102,949811,0102,0000,0355A,,Q,F,121-28,95 AVE,,0,408,J7,,BBBBBBB,ALL,ALL,WHITE,0,1997,-,0,,,,,
1361408637,GDL6683,NY,PAS,09/25/2014,46,SDN,BMW,P,0,40404,40404,20150307,0062,62,60,930955,0060,0000,0248P,,K,O,3133,BRIGHTON 7TH SRT,,0,408,F2,,BBBBBBB,0  :,0  :,BLK,0,2013,-,0,,,,,
1361417950,EGS9002,NY,PAS,09/25/2014,98,SUBN,TOYOT,P,21780,67830,22680,20140602,0060,60,60,952740,0060,0000,0940A,,K,F,3028,BRIGHTON 3 ST,,0,408,F2,,BBBBBBB,0  :,0  :,GR,0,2001,-,0,,,,,
1366177370,BNP6777,NY,PAS,09/25/2014,20,SDN,ME/BE,P,0,0,0,20140622,105,105,105,928725,0105,0000,0000A,,Q,,,C/O N CONDUIT AVE,246 ST,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,2005,-,0,,,,,
1356596095,FNP1727,OH,PAS,09/25/2014,21,SDN,HONDA,P,0,0,0,0,112,112,504,343900,T504,0000,0830A,,Q,,,W/S 66 AVE,N/O 102 ST,0,408,D1,,BYBBBBB,0830,1000A,GY,0,0,-,0,,,,,
1359224865,29966JT,NY,COM,09/25/2014,14,VAN,GMC,P,13610,34770,34790,0,0018,18,18,933515,0018,0000,0913P,,NY,O,1650,BROADWAY,,0,408,I3,,BBBBBBB,ALL,ALL,WHT,0,1995,-,0,,,,,
1349333621,CYJ8154,NY,PAS,09/25/2014,19,SUBN,KIA,P,36420,26430,26490,20140725,0044,44,44,933259,0044,0000,0116P,,BX,F,888,GRAND CONCOURSE,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,2012,-,0,,,,,
1346996258,ARG5665,NY,PAS,09/25/2014,27,SUBN,HONDA,X,29150,38245,25320,20150927,121,121,121,947125,0121,0000,0442P,,R,F,1531,FOREST AVE,,0,408,D,,BBBBBBB,ALL,ALL,GREEN,0,2008,-,0,,,,,
1360052940,42142MC,NY,COM,09/25/2014,78,VAN,CHEVR,P,0,40404,40404,20141031,0007,7,7,947351,0007,0000,0315A,,NY,O,131,ESSEX,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
1367881833,FDE4958,NY,PAS,09/26/2014,21,SDN,TOYOT,S,9830,40404,40404,20140819,0062,62,0,549859,KS11,0000,0836A,,K,F,6501,65 ST,,0,408,D1,,YYYYYYB,0830A,0900A,RED,0,2006,-,0,,,,,
1362743203,FAM8271,NY,PAS,09/26/2014,14,SDN,HONDA,P,0,40404,40404,20160423,0010,10,10,942918,0010,0000,0456P,,NY,F,350,24 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1369748346,GEX6380,NY,PAS,09/26/2014,99,SDN,HONDA,P,52120,29020,27540,20150428,0052,52,163,952414,0163,0000,0709P,,BX,O,2733,MORRIS AVE,,0,408,99,,BBBBBBB,ALL,ALL,TAN,0,2002,-,0,,,,,
1367271174,56343JL,NY,COM,09/26/2014,46,VAN,CHEVR,P,34870,10810,10910,20150331,0018,18,18,928223,0018,0000,0959A,,NY,F,321,W 55 ST,,0,408,J2,,BBBBBBB,ALL,ALL,BK,0,2002,-,0,,,,,
1358105327,983PN2,MA,PAS,09/26/2014,46,SDN,FORD,P,65320,40520,33720,20150228,0042,42,42,931794,0042,0000,1014A,,BX,O,1245,SOUTHERN BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1360488741,T509867C,NY,SRF,09/26/2014,19,SDN,LINCO,P,26130,21520,50320,20131031,0040,40,40,931369,0040,0000,0150P,,BX,F,391,E 149 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0,2004,-,0,,,,,
1359222893,T629992C,NY,SRF,09/26/2014,14,SDN,LINCO,P,0,0,0,20140131,0018,18,18,943632,0018,0000,0743A,,NY,,,C/O W 45,B WAY,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,
1366958081,75249JW,NY,COM,09/27/2014,46,DELV,MERCU,P,5280,10780,10830,0,0068,68,68,951225,0068,0000,0100P,,K,F,8416,3AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,0,-,0,,,,,
1365413251,GH52027,NY,PAS,09/27/2014,20,SDN,HONDA,X,31390,40404,40404,20150808,101,101,171,954291,0171,0000,0818P,,Q,F,743,B 54 ST,,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1362720094,HKS1627,PA,PAS,09/27/2014,14,SDN,TOYOT,P,34070,10910,10065,0,0010,10,10,943724,0010,0000,0446P,,NY,F,459,W 15TH ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1364245607,GKR7798,NY,PAS,09/27/2014,46,SUBN,HONDA,P,18630,93230,31530,20151130,0079,79,79,927565,0079,0000,0420P,,K,F,992,BEDFORD AVE,,0,408,C3,,BBBBBBB,0  :,0  :,MAR,0,2009,-,0,,,,,
1354202491,10682BB,NY,OMR,09/27/2014,77,BUS,INTER,P,19350,10110,10010,20140228,0025,25,25,944160,0025,0000,0308A,,,O,324,E 120 ST,,0,408,E5,,BBBBBBB,0  :,0  :,YELLO,0,1999,-,0,,,,,
1353569895,CYE3665,NY,PAS,09/27/2014,71,SDN,TOYOT,X,70161,45224,51735,20140831,122,122,303,349516,T303,0000,1055A,,R,F,183,KEATING PL,,0,408,J6,,BBBBBBB,ALL,ALL,SIL,0,2001,-,0,,,,,
1361012456,5Q44,NY,SRF,09/27/2014,46,TAXI,TOYOT,P,0,40404,40404,20140228,0017,17,17,905068,0017,0000,0949P,,NY,F,933,2 VE,,0,408,I4,,BBBBBBB,ALL,ALL,YL,0,2012,-,0,,,,,
1369117528,GMT7049,NY,PAS,09/28/2014,19,SDN,CHEVR,P,31190,37010,37030,20151216,0033,33,162,953285,0162,0000,0912P,,NY,F,1045,ST NICHOLAS AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1369429873,2SX839,OK,PAS,09/28/2014,19,DELV,MERCU,P,5280,10530,10580,0,0068,68,68,916705,0068,0000,0854A,,K,O,7922,3 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1366532144,13656MD,NY,COM,09/28/2014,14,,KENWO,P,0,40404,40404,20150331,0014,14,14,926791,0014,0000,1100A,,NY,F,2,PENN PL,,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,2013,-,0,,,,,
1368776048,CMS2557,NY,PAS,09/28/2014,40,SDN,BUICK,P,9680,6980,7080,20151228,0062,62,62,950395,0062,0000,1242A,,K,O,1906,62 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,1998,-,0,,,,,
1363237251,96301MB,NY,COM,09/28/2014,38,VAN,CHEVR,P,34650,10610,30550,0,0014,14,420,931798,0420,0000,0519P,,NY,F,200,W 44 ST,,0,408,I4,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1358759996,C210RY,NY,PAS,09/28/2014,21,SDN,,P,28140,57320,45020,20160406,0047,47,47,948251,0047,0000,0956A,,BX,F,1047,E 217 ST,,0,408,D1,,YBBBBBB,0830A,1000A,SILVE,0,2011,-,0,,,,,
1369429897,GNV5284,NY,PAS,09/28/2014,46,I,TOYOT,P,5280,9980,17380,20160324,0068,68,68,916705,0068,0000,0930A,,K,F,6816,3 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BRWNM,0,2014,-,0,,,,,
1369429885,T643022C,99,OMT,09/28/2014,46,SUBN,BMW,P,5280,9980,17380,20141231,0068,68,68,916705,0068,0000,0928A,,K,F,6807,3 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2009,-,0,,,,,
1367745196,GDU5463,NY,PAS,09/28/2014,21,SUBN,HONDA,P,55330,40404,40404,20141231,0067,67,67,936425,0067,0000,1210P,,K,O,9100,LENOX RD,,0,408,D1,,YYBYBBB,1130A,0100P,WH,0,2012,-,0,,,,,
1366005818,GHG8734,NY,PAS,09/28/2014,67,SUBN,NISSA,X,60420,62820,0,20150602,0049,49,49,928558,0049,0000,0950A,,BX,O,,RADCLIFF,SACKET,0,408,E5,,BBBBBBB,ALL,ALL,RD,0,2011,-,0,,,,,
1361408649,GCE1769,NY,999,09/28/2014,46,SUBN,CHEVR,P,0,0,0,20141203,0060,60,60,930955,0060,0000,0943A,,K,,,C/O BRIGHTON 14 ST,BRIGHTON BEACH,0,408,D,,BBBBBBB,ALL,ALL,,0,2008,-,0,,,,,
1365141731,GLR9871,NY,PAS,09/28/2014,21,SDN,HONDA,P,0,0,0,20160220,0025,25,25,897937,0025,0000,0819A,,NY,,,S/S 129TH ST,5  E/O LEX AVE,0,408,D1,,BYBBYBB,0800A,0930A,WHT,0,1998,-,0,,,,,
1364237829,GGF2603,NY,PAS,09/28/2014,19,VAN,CHEVR,P,42730,85730,54070,20150422,0079,79,165,953777,0165,0000,0343P,,K,F,1485,FULTON ST,,0,408,D,,BBBBBBB,0  :,0  :,SILVE,0,2003,-,0,,,,,
1361474350,64562AX,NY,COM,09/28/2014,14,DELV,CHEVR,P,18550,25390,27790,20141231,0019,19,401,946951,0401,0000,0804P,,NY,,50,E 78 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2004,-,0,,,,,
1358024479,18474PC,NY,COM,09/28/2014,45,DELV,FRUEH,P,10610,34470,34490,20140228,0014,14,14,952123,0014,0000,0804A,0804A,NY,F,462,7TH AVE,,20140928,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1350351076,305B61,NY,PAS,09/28/2014,51,MCY,DUCAT,P,34610,10810,10910,0,0014,14,14,927841,0014,0000,0800P,,NY,F,329,W 42ND ST,,0,408,D1,,YBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
1359240056,57947MD,NY,COM,09/28/2014,38,VAN,GMC,P,0,0,0,20130630,0018,18,18,945428,0018,0000,0804P,,NY,F,,S/W C/O W 49,7 AVE,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,1982,-,0,,,,,
1357916449,L89CFC,NJ,PAS,09/28/2014,74,SUBN,TOYOT,P,0,40404,40404,20170901,0052,52,52,930665,0052,0000,0857A,,BX,F,2541,AQUADUCT,,0,408,F6,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1367739056,66708MC,NY,COM,09/29/2014,46,VAN,FORD,P,67120,73420,76950,20141025,0043,43,43,951029,0043,0000,0659A,,BX,F,1168,STRATFORD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2002,-,0,,,,,
1359747187,61273MA,NY,COM,09/29/2014,46,DELV,WORKH,P,10590,38643,5190,0,108,108,108,943969,0108,0000,0930A,,Q,F,4-74,48 AVENUE,,0,408,J6,,BBBBBBB,0  :,0  :,BROWN,0,2009,-,0,,,,,
1367033500,FDT6163,NY,PAS,09/29/2014,19,SUBN,NISSA,P,0,0,0,20141125,0004,4,84,944334,0084,0000,0712P,,K,F,234,SALS AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,
1369430048,CXP8561,NY,PAS,09/29/2014,16,SUBN,TOYOT,P,5980,9780,9830,20140621,0068,68,68,916705,0068,0000,0830A,,K,F,6407,9 AVE,,0,408,K2,,YYYYYYB,0700A,0700P,GY,0,2004,-,0,,,,,
1369430036,FMJ2716,NY,PAS,09/29/2014,16,SUBN,VOLKS,P,0,40404,40404,20150630,0068,68,68,916705,0068,0000,0835A,,K,F,6502,FORT HMLTON PKY,,0,408,J3,,BBBBBBB,ALL,ALL,WH,0,2011,-,0,,,,,
1368862500,24443JW,NY,COM,09/29/2014,46,DELV,,X,49230,65130,57230,20150131,0076,76,76,921075,0076,0000,0928A,,K,F,485,HERZL ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
1364902941,AM382J,PA,PAS,09/29/2014,31,DUMP,AUTOC,P,20220,26910,70635,0,0048,48,48,905278,0048,0000,0230A,,BX,F,1825,CLINTON AVE,,0,408,D1,,YYYYYYY,0900P,0500A,RED,0,0,-,0,,,,,
1362398433,DBZ4829,NY,PAS,09/29/2014,74,SDN,NISSA,P,14390,12690,12540,20150221,104,104,109,945960,0109,0000,0240A,,Q,F,60-17,68RD,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,2001,-,0,,,,,
1367352496,GCY6771,NY,999,09/29/2014,99,SDN,TOYOT,X,22140,22090,22130,20140331,106,106,106,943846,0106,0000,1000A,,Q,F,133-26,134 ST,,0,408,E3,,BBBBBBB,ALL,ALL,,0,2004,-,0,,,,,
1366197975,T615760C,NY,SRF,09/29/2014,19,SDN,FORD,P,51090,26545,26540,20140531,105,105,105,948750,0105,0000,0944A,,Q,F,214-17,JAMAICA AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0,2008,-,0,,,,,
1360892527,GMR1827,NY,PAS,09/29/2014,19,VAN,FORD,P,0,40404,40404,20160312,103,103,103,951182,0103,0000,1250P,,Q,F,,BUS TERMINAL A ARCHE,,0,408,C,,BBBBBBB,ALL,ALL,BK,0,1998,-,0,,,,,
1306115231,47689KA,NY,COM,09/29/2014,46,VAN,FORD,P,10640,9840,59990,20160131,108,108,108,946640,0108,0000,0111P,,Q,F,4316,48 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GR,0,2010,-,0,,,,,
1365919031,T629064C,NY,SRF,09/29/2014,46,SDN,TOYOT,P,8820,74690,76650,20150131,0052,52,52,940340,0052,0000,0523P,,BX,F,2349,ANDREWS AVE,,0,408,N5,,BBBBBBB,ALL,ALL,GY,0,2010,-,0,,,,,
1357612618,DBB6477,NY,PAS,09/29/2014,51,SUBN,FORD,P,56370,44140,40625,20141130,121,121,121,944415,0121,0000,0614P,,R,F,579,WOOLEY AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,2011,-,0,,,,,
1359582940,GFC8070,NY,PAS,09/29/2014,14,SUBN,BMW,P,72630,6030,6130,20150429,0078,78,78,934801,0078,0000,0228P,,K,O,145,PROSPECT PARK WEST,,0,408,C,,YYYYYYY,0800A,1000P,GREY,0,2003,-,0,,,,,
1355064326,369YA2,CT,PAS,09/29/2014,40,SUBN,MAZDA,P,26490,76950,39720,0,0041,41,41,936738,0041,0000,0414A,,BX,F,872,E 161 ST,,0,408,N8,,BBBBBBB,ALL,ALL,GRAY,0,0,-,8,,,,,
1129566341,GBB9000,NY,PAS,09/29/2014,24,SDN,NISSA,P,91630,60330,83630,20140919,0060,60,824,949712,0824,0000,0955P,,K,F,2926,W 25TH STREET,,0,408,D5,,BBBBBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1371494812,26434MA,NY,COM,09/30/2014,46,DELV,MITSU,P,42330,95130,58200,20140930,0084,84,84,929106,0084,0000,1115A,,K,F,67,FRONT STREET,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1369973019,CC313Z,CT,PAS,09/30/2014,41,VAN,FORD,P,32645,17150,17170,0,0006,6,6,942340,0006,0000,0540P,,NY,F,30,UNIVERSITY PLACE,,0,408,E2,,YYYYYBB,0800A,0600P,RED,0,0,-,0,,,,,
1363429553,18520PB,NY,COM,09/30/2014,20,DELV,MERCU,P,34650,10810,10910,20150331,,0,420,939586,0420,0000,0855A,,NY,F,356,W 44 ST,,0,408,C,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1368866049,42940JM,NY,COM,09/30/2014,46,DELV,INTER,P,0,40404,40404,0,0076,76,76,947507,0076,0000,1131A,,K,F,160,VAN BRANT ST,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0,1996,-,0,,,,,
1370656932,12820KA,99,PAS,09/30/2014,46,VAN,FORD,X,36270,10610,10810,0,0024,24,102,923673,0102,0000,0145A,,NY,F,200,W 125TH ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,,,,,
1369051864,22656MA,NY,COM,09/30/2014,46,VAN,FORD,P,36090,15410,15410,20140630,0026,26,26,942819,0026,0000,1015A,,NY,F,620,W 116 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1368777521,97717JE,NY,COM,09/30/2014,46,DELV,,P,0,0,0,0,0062,62,62,938416,0062,0000,0940A,,K,,,N/E C/O STILLWELL AV,I/O KINGS HWY,0,408,D,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1356197656,EKE7130,NY,PAS,09/30/2014,46,SUBN,JEEP,P,37230,14030,41030,20150425,0063,63,63,952644,0063,0000,0855P,,K,F,1100,E 55 ST,,0,408,F1,,BBBBBBB,ALL,ALL,SIL,0,2002,-,0,,,,,
1369051918,48351MC,NY,COM,09/30/2014,40,VAN,ME/BE,P,35990,11710,13610,20140630,0026,26,26,942819,0026,0000,1107A,,NY,O,532,W 111 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,YELLO,0,2013,-,0,,,,,
